H1000001BIN FILE20150219142800R04000000606
D1000087369804              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000088369805              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000089369806              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000090369807              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000091369808              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000092369851              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000093369852              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000094369888              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000095369889              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000096369898              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000097369899              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000098369901              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000099369902              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000100369911              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000101369912              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000102369957              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000103369958              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000104369959              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000105369960              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000106369961              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000107369962              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000108369963              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000109369964              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000110369965              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000111369966              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000112369970              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000113369971              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000114369980              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000115369981              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000116369984              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000117369985              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000118369986              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000119369987              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000120369988              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000121369989              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000122369990              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000123369991              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000124369992              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000125369993              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000126369994              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000127369995              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000128369996              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000129369997              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000130369998              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000131369999              16A00000000DICCDAF10000000000DINNERS CLUB NC030000
D1000132376650              16A00000000AXCCDAF10000000000AMEX PERSONAL  030000
D1000133376651              16A00000000AXCCDAF10000000000AMEX ORO       030000
D1000134376652              16A00000000AXCCDAF10000000000AMEX CRED ORO  030000
D1000135376653              16A00000000AXCCDAF10000000000AMEX CRED      030000
D1000136376654              16A00000000AXCCDAF10000000000AMEX CRED      030000
D1000137376659              16A00000000AXCCDAF10000000000AMEX PLATINUM  030000
D1000138377046              16A00000000AXCCDAF10000000000AMEX CRED      030000
D1000139377047              16A00000000AXCCDAF10000000000AMEX CRED      030000
D1000140400925              16A00000000VICCDAF10000000000VISA SIG L PASS030000
D1000141402395              16A00000000VICCMED10000000000VISA PLAT UNI  030000
D1000142402748              16A00000000VICCMED10000000000VISA BCARD CLSC030000
D1000143402749              16A00000000VICCMED10000000000VISA BCARD ORO 030000
D1000144403378              16A00000000VICCMED10000000000VISA MACHALA EP030000
D1000145404808              16A00000000VICCMED10000000000CO CLASSIC     030000
D1000146404837              16A00000000VICCDAF10000000000VISA           030000
D1000147404838              16A00000000VICCDAF10000000000VISA           030000
D1000148404839              16A00000000VICCDAF10000000000VISA           030000
D1000149404840              16A00000000VICCDAF10000000000VISA           030000
D1000150405786              16A00000000VICCDAF10000000000VISA           030000
D1000151405987              16A00000000VICCDAF10000000000VISA           030000
D1000152407345              16A00000000VICCDAF10000000000VISA           030000
D1000153407346              16A00000000VICCDAF10000000000VISA           030000
D1000154407347              16A00000000VICCDAF10000000000VISA           030000
D1000155407426              16A00000000VICCMED10000000000VISA           030000
D1000156407626              16A00000000VICCMED10000000000VISA           030000
D1000157408385              16A00000000VICCMED10000000000VISA           030000
D1000158408386              16A00000000VICCMED10000000000VISA           030000
D1000159409806              16A00000000VICCMED10000000000VISA           030000
D1000160410283              16A00000000VICCMED10000000000VISA           030000
D1000161410284              16A00000000VICCMED10000000000VISA           030000
D1000162410285              16A00000000VICCMED10000000000VISA           030000
D1000163411076              16A00000000VICCDAF10000000000VISA           030000
D1000164411077              16A00000000VICCDAF10000000000VISA           030000
D1000165411100              16A00000000VICCDAF10000000000FILANCARD GOLD 030000
D1000166414012              16A00000000VICCDAF10000000000VISA           030000
D1000167414757              16A00000000VICCDAF10000000000VISA           030000
D1000168415465              16A00000000VICCDAF10000000000VISA INFINITE  030000
D1000169415477              16A00000000VICCMED10000000000VISA           030000
D1000170417074              16A00000000VICCMED10000000000VISA           030000
D1000171417882              16A00000000VICCMED10000000000VISA           030000
D1000172417883              16A00000000VICCMED10000000000VISA           030000
D1000173417945              16A00000000VICCDAF10000000000VISA           030000
D1000174417946              16A00000000VICCMED10000000000VISA           030000
D1000175418788              16A00000000VICCDAF10000000000VISA GOLD BGR  030000
D1000176419560              16A00000000VICCMED10000000000VISA           030000
D1000177419561              16A00000000VICCMED10000000000VISA           030000
D1000178421907              16A00000000VICCMED10000000000VISA           030000
D1000179422019              16A00000000VICCMED10000000000VISA           030000
D1000180422139              16A00000000VICCMED10000000000VISA           030000
D1000181422140              16A00000000VICCMED10000000000VISA           030000
D1000182422200              16A00000000VICCDAF10000000000VISA           030000
D1000183422226              16A00000000VICCMED10000000000VISA           030000
D1000184422249              16A00000000VICCMED10000000000VISA           030000
D1000185422282              16A00000000VICCMED10000000000VISA           030000
D1000186422602              16A00000000VICCDAF10000000000VISA           030000
D1000187423200              16A00000000VICCMED10000000000VISA CORPORATE 030000
D1000188423771              16A00000000VICCDAF10000000000VISA           030000
D1000189426018              16A00000000VICCDAF10000000000VISA           030000
D1000190428330              16A00000000VICCDAF10000000000VISA           030000
D1000191432448              16A00000000VICCDAF10000000000VISA           030000
D1000192433107              16A00000000VICCDAF10000000000VISA           030000
D1000193433437              16A00000000VICCDAF10000000000VISA           030000
D1000194433820              16A00000000VICCDAF10000000000VISA           030000
D1000195434900              16A00000000VICCMED10000000000VISA           030000
D1000196434901              16A00000000VICCMED10000000000VISA           030000
D1000197436402              16A00000000VICCMED10000000000VISA           030000
D1000198436403              16A00000000VICCMED10000000000VISA DEBIT GOLD030000
D1000199438107              16A00000000VICCDAF10000000000VISA           030000
D1000200438108              16A00000000CRCCDAF10000000000VISA           030000
D1000201439098              16A00000000CRCCDAF10000000000XPERTA NACIONAL030000
D1000202439471              16A00000000VICCMED10000000000VISA           030000
D1000203439472              16A00000000VICCMED10000000000VISA           030000
D1000204439473              16A00000000VICCMED10000000000VISA           030000
D1000205439474              16A00000000CRCCDAF10000000000VISA           030000
D1000206440699              16A00000000VICCDAF10000000000VISA           030000
D1000207442288              16A00000000VICCMED10000000000VISA           030000
D1000208442289              16A00000000VICCMED10000000000VISA           030000
D1000209442290              16A00000000VICCMED10000000000VISA           030000
D1000210444088              16A00000000CRCCDAF10000000000ELECTRON DEBITO030000
D1000211444391              16A00000000VICCDAF10000000000VISA           030000
D1000212445444              16A00000000VICCDAF10000000000VISA           030000
D1000213445445              16A00000000VICCDAF10000000000VISA           030000
D1000214445446              16A00000000VICCDAF10000000000VISA           030000
D1000215445447              16A00000000VICCDAF10000000000VISA           030000
D1000216446004              16A00000000VICCDAF10000000000VISA           030000
D1000217446005              16A00000000VICCDAF10000000000VISA           030000
D1000218446141              16A00000000CRCCDAF10000000000XPERTA         030000
D1000219447889              16A00000000VICCMED10000000000VISA           030000
D1000220447890              16A00000000VICCMED10000000000VISA           030000
D1000221448770              16A00000000CRCCDAF10000000000VISA           030000
D1000222449741              16A00000000VICCMED10000000000VISA           030000
D1000223449742              16A00000000VICCMED10000000000VISA           030000
D1000224449743              16A00000000VICCMED10000000000VISA           030000
D1000225450059              16A00000000VICCMED10000000000VISA           030000
D1000226450081              16A00000000VICCDAF10000000000VISA WORLD CARD030000
D1000227450661              16A00000000VICCDAF10000000000VISA           030000
D1000228451375              16A00000000VICCMED10000000000VISA           030000
D1000229451432              16A00000000VICCDAF10000000000VISA           030000
D1000230451452              16A00000000VICCDAF10000000000VISA           030000
D1000231454063              16A00000000VICCDAF10000000000VISA           030000
D1000232454064              16A00000000VICCDAF10000000000VISA           030000
D1000233454086              16A00000000VICCDAF10000000000VISA           030000
D1000234454437              16A00000000CRCCDAF10000000000VISA           030000
D1000235454519              16A00000000VICCDAF10000000000VISA           030000
D1000236454693              16A00000000VICCDAF10000000000VISA           030000
D1000237454819              16A00000000VICCDAF10000000000VISA           030000
D1000238454820              16A00000000VICCDAF10000000000VISA           030000
D1000239454854              16A00000000VICCDAF10000000000VISA FILANBANCO030000
D1000240455177              16A00000000VICCDAF10000000000VISA           030000
D1000241455178              16A00000000VICCDAF10000000000VISA           030000
D1000242455179              16A00000000VICCDAF10000000000VISA           030000
D1000243455180              16A00000000VICCDAF10000000000VISA           030000
D1000244456358              16A00000000VICCDAF10000000000VISA           030000
D1000245456359              16A00000000VICCDAF10000000000VISA           030000
D1000246456363              16A00000000VICCMED10000000000VISA           030000
D1000247456509              16A00000000VICCDAF10000000000VISA           030000
D1000248456510              16A00000000VICCDAF10000000000VISA           030000
D1000249456511              16A00000000CRCCDAF10000000000VISA           030000
D1000250456512              16A00000000VICCDAF10000000000VISA           030000
D1000251456787              16A00000000VICCDAF10000000000VISA           030000
D1000252456788              16A00000000VICCDAF10000000000VISA           030000
D1000253456789              16A00000000VICCDAF10000000000VISA           030000
D1000254456872              16A00000000VICCMED10000000000VISA           030000
D1000255456889              16A00000000VICCMED10000000000VISA           030000
D1000256456898              16A00000000VICCDAF10000000000VISA           030000
D1000257456899              16A00000000VICCMED10000000000VISA           030000
D1000258459353              16A00000000CRCCDAF10000000000VISA           030000
D1000259459424              16A00000000CRCCDAF10000000000CUENTA EXPERTA 030000
D1000260462943              16A00000000VICCDAF10000000000VISA           030000
D1000261465775              16A00000000VICCMED10000000000VISA           030000
D1000262468570              16A00000000VICCMED10000000000VISA           030000
D1000263468571              16A00000000VICCMED10000000000VISA           030000
D1000264469243              16A00000000VICCDAF10000000000VISA           030000
D1000265469716              16A00000000VICCDAF10000000000VISA           030000
D1000266469717              16A00000000VICCDAF10000000000VISA           030000
D1000267473234              16A00000000VICCDAF10000000000VISA           030000
D1000268473293              16A00000000VICCDAF10000000000VISA           030000
D1000269473294              16A00000000VICCDAF10000000000VISA           030000
D1000270473296              16A00000000VICCDAF10000000000VISA           030000
D1000271475395              16A00000000VICCMED10000000000VISA           030000
D1000272475398              16A00000000VICCMED10000000000VISA           030000
D1000273477179              16A00000000VICCMED10000000000VISA           030000
D1000274477275              16A00000000VICCDAF10000000000VISA PACIFICARD030000
D1000275477276              16A00000000VICCDAF10000000000VISA PACIFICARD030000
D1000276477214              16A00000000VICCUNI10000000000VISA PLATINUM  030000
D1000277477281              16A00000000VICCDAF10000000000VISA           030000
D1000278480273              16A00000000VICCMED10000000000VISA           030000
D1000279481351              16A00000000VICCMED10000000000VISA           030000
D1000280489956              16A00000000VICCDAF10000000000VISA           030000
D1000281489957              16A00000000VICCDAF10000000000VISA           030000
D1000282489958              16A00000000VICCDAF10000000000VISA           030000
D1000283490025              16A00000000VICCDAF10000000000VISA           030000
D1000284491089              16A00000000VICCSYS10000000000NEXO           030000
D1000285491659              16A00000000VICCMED10000000000VISA           030000
D1000286492418              16A00000000VICCMED10000000000VISA           030000
D1000287493127              16A00000000VICCMED10000000000VISA           030000
D1000288493128              16A00000000VICCMED10000000000VISA           030000
D1000289493129              16A00000000VICCMED10000000000VISA           030000
D1000290493176              16A00000000CRCCDAF10000000000ELECTRON AUSTRO030000
D1000291493779              16A00000000VICCDAF10000000000VISA           030000
D1000292493849              16A00000000VICCMED10000000000VISA           030000
D1000293493850              16A00000000VICCMED10000000000VISA           030000
D1000294494390              16A00000000VICCDAF10000000000VISA           030000
D1000295496602              16A00000000VICCDAF10000000000VISA           030000
D1000296496603              16A00000000VICCDAF10000000000VISA           030000
D1000297498892              16A00000000VICCMED10000000000VISA           030000
D1000298499801              16A00000000VICCDAF10000000000VISA           030000
D1000299499802              16A00000000VICCDAF10000000000VISA           030000
D1000300499883              16A00000000VICCDAF10000000000VISA           030000
D1000301504997              16A00000000CRCCUNI10000000000CUOTA FACIL    030000
D1000302505874              16A00000000CRCCUNI10000000000CUOTA FACIL    030000
D1000303511054              16A00000000CRCCDAF10000000000MASTERCARD     030000
D1000304512102              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000305512250              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000306512294              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000307512329              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000308512345              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000309512401              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000310513485              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000311514072              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000312515638              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000313516986              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000314517625              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000315518025              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000316518030              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000317518114              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000318518115              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000319518172              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000320518923              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000321518968              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000322518986              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000323519209              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000324520081              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000325520133              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000326521020              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000327521309              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000328521329              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000329521384              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000330522200              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000331523042              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000332523579              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000333523777              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000334524071              16A00000000MCCCDAF10000000000MASTERCARD GOLD030000
D1000335524327              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000336527498              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000337527601              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000338530054              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000339530219              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000340531950              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000341536031              16A00000000CRCCDAF10000000000MASTERCARD     030000
D1000342537701              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000343539668              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000344540771              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000345541326              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000346542258              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000347542400              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000348542410              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000349542989              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000350543326              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000351543393              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000352544301              16A00000000CRCCDAF10000000000MASTERCARD     030000
D1000353544328              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000354544366              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000355545178              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000356545195              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000357546435              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000358546605              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000359546838              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000360546843              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000361546993              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000362546994              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000363547081              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000364547649              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000365547662              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000366547663              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000367547883              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000368548244              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000369548344              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000370549145              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000371549618              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000372549638              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000373550014              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000374550015              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000375550469              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000376550470              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000377550488              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000378550495              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000379550497              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000380552536              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000381553634              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000382553642              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000383553660              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000384553677              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000385554277              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000386554436              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000387554437              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000388554438              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000389554439              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000390554510              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000391554511              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000392554527              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000393554574              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000394554597              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000395556614              16A00000000MCCCMED10000000000MASTERCARD     030000
D1000396558284              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000397558423              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000398558534              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000399558651              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000400558659              16A00000000MCCCDAF10000000000MASTERCARD     030000
D1000401572812              16A00000000CRCCSYS10000000000ELEKTRON       030000
D1000402588602              16A00000000CRCCDAF10000000000POSTE ITALIANE 030000
D1000403588733              16A00000000CRCCDAF10000000000MAESTRO PACIFIC030000
D1000404589266              16A00000000CRCCDAF10000000000MAESTRO GUAYAQ 030000
D1000405589942              16A00000000CRCCDAF10000000000MAESTRO POPULAR030000
D1000406600993              16A00000000CRCCDAF10000000000MASTERCARD     030000
D1000407601030              16A00000000CRCCUNI10000000000CUOTA FACIL    030000
D1000408601073              16A00000000CRCCUNI10000000000CUOTA FACIL    030000
D1000409601074              16A00000000CRCCUNI10000000000CUOTA FACIL    030000
D1000410601075              16A00000000CRCCUNI10000000000CUOTA FACIL    030000
D1000411601076              16A00000000CRCCUNI10000000000CUOTA FACIL    030000
D1000412601077              16A00000000CRCCUNI10000000000CUOTA FACIL    030000
D1000413601078              16A00000000CRCCUNI10000000000CUOTA FACIL    030000
D1000414601079              16A00000000CRCCUNI10000000000CUOTA FACIL    030000
D1000415601080              16A00000000CRCCUNI10000000000CUOTA FACIL    030000
D1000416601081              16A00000000CRCCUNI10000000000CUOTA FACIL    030000
D1000417601082              16A00000000CRCCUNI10000000000CUOTA FACIL    030000
D1000418601083              16A00000000CRCCUNI10000000000CUOTA FACIL    030000
D1000419601084              16A00000000CRCCUNI10000000000CUOTA FACIL    030000
D1000420601085              16A00000000CRCCUNI10000000000CUOTA FACIL    030000
D1000421601086              16A00000000CRCCUNI10000000000CUOTA FACIL    030000
D1000422601087              16A00000000CRCCUNI10000000000CUOTA FACIL    030000
D1000423601088              16A00000000CRCCUNI10000000000CUOTA FACIL    030000
D1000424601089              16A00000000CRCCUNI10000000000CUOTA FACIL    030000
D1000425601090              16A00000000CRCCUNI10000000000CUOTA FACIL    030000
